sex_name,age_name,year,china_rate,us_rate,china_us_rate_ratio,log2_china_us_rate_ratio,absolute_rate_difference,comparison,formal_inference_performed,method_note
Female,0-4 years,1990,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,25-29 years,2018,375.31487415077,692.5026585168799,0.5419688567760518,-0.8837181426913092,-317.18778436610995,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,25-29 years,2019,374.41041662884,691.03955897387,0.541807501128886,-0.8841477276181395,-316.62914234503006,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,25-29 years,2020,373.92817206674,690.47709139238,0.5415504391502635,-0.8848323804645006,-316.54891932564,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,25-29 years,2021,374.44715822902,694.44230612356,0.5392055681619082,-0.8910927001515411,-319.99514789454,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,25-29 years,2022,375.19170781652,698.76450588907,0.5369358412662166,-0.8971783847343058,-323.57279807255003,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,25-29 years,2023,373.84683788074,695.60701562352,0.5374397173749542,-0.8958251528765079,-321.76017774278006,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,1990,454.76000599208,846.17778929648,0.5374284361329924,-0.8958554363894781,-391.4177833044,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,1991,453.25026595002,843.63196912131,0.5372606569451197,-0.8963059000739686,-390.38170317129004,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,1992,451.88221374456,841.1956235877,0.5371904002748873,-0.8964945712083064,-389.31340984314,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,1993,450.90875873034,838.99954753119,0.5374362358801836,-0.8958344985786333,-388.09078880085,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,1994,450.28170531476,837.18601617561,0.5378514411548746,-0.8947203509262205,-386.90431086085,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,1995,449.99638334997,835.88785505984,0.5383454019890688,-0.8933959930255841,-385.89147170987,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,1996,450.34935998353,834.5006564938,0.5396632782479733,-0.8898685733948071,-384.15129651026996,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,1997,451.29519854596,832.6278383601801,0.5420131032788477,-0.8836003654356941,-381.33263981422016,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,1998,452.39645622767,830.7492935622,0.5445643586259614,-0.8768255328439376,-378.35283733453,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,1999,453.3084047215201,829.34514559969,0.5465859505257464,-0.8714797176594836,-376.0367408781699,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2000,453.64985207552,828.89210682027,0.5472966244253133,-0.8696051364597736,-375.24225474474997,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2001,453.25263985407,830.39027827035,0.5458308601567041,-0.873474130952427,-377.13763841627997,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2002,452.56477600154005,833.7165405734801,0.5428281124064529,-0.8814326567777142,-381.15176457194,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2003,451.80659879244,837.64178038652,0.5393792542009535,-0.8906280617027649,-385.83518159408004,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2004,451.17983593075,840.91761774981,0.5365327428126082,-0.8982618783287536,-389.73778181906,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2005,450.87611977244,842.2996778935401,0.5352918107484153,-0.901602513377783,-391.4235581211001,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2006,450.89712762656,841.69814450027,0.5356993247196298,-0.9005046174302493,-390.80101687371,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2007,451.06557860616,839.95027757002,0.537014619378536,-0.8969667310382696,-388.88469896386005,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2008,451.37760043205,837.3035634114,0.539084771827575,-0.891415938275386,-385.92596297935,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2009,451.81280563203,833.9946525508299,0.5417454467485248,-0.8843129720523608,-382.18184691879986,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2010,452.3793692235601,830.25855411725,0.5448656529706463,-0.8760275451561008,-377.8791848936899,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2011,453.15298953947,821.50197908839,0.5516152134439505,-0.8582658482285915,-368.34898954892003,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2012,453.99631744631006,806.06439014637,0.5632258700373437,-0.8282144936582072,-352.06807270005993,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2013,454.77257823371,788.57204796241,0.5767039034781871,-0.7940973074332622,-333.7994697287,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2014,455.38447793916,773.66088021053,0.5886099318027298,-0.7646162093510533,-318.27640227137,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2015,455.77006298381,765.95832969218,0.5950324519180735,-0.7489597425263421,-310.18826670836995,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2016,455.86095244393,763.66500398422,0.5969383827536893,-0.7443460737548829,-307.80405154029,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2017,455.60061708139,761.8836097388,0.5979924115149106,-0.7418009180547345,-306.28299265741003,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2018,455.04361486805,760.59359138555,0.598274321558654,-0.7411209522605351,-305.5499765175,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2019,454.27115912266,759.76575447889,0.5979094957158692,-0.7420009716068808,-305.49459535623004,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2020,453.37269552924,759.38436650434,0.5970266383231486,-0.7441327913381051,-306.01167097510006,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2021,452.76086630904,761.3409026856,0.594688745490941,-0.7497933219781008,-308.58003637656,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2022,451.72288321692,763.6858289461001,0.5915035556444797,-0.7575412539719351,-311.96294572918003,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,30-34 years,2023,446.13393855648,763.9184790049401,0.5840072610072246,-0.7759417885320807,-317.78454044846006,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,1990,489.44947890638,837.8249098642701,0.5841906502704391,-0.7754888262724992,-348.3754309578901,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,1991,488.27604248307,836.24173950912,0.5838934119333623,-0.7762230615865394,-347.96569702604995,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,1992,487.51451299492,834.6069726819001,0.5841246586142889,-0.775651805965473,-347.0924596869801,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,1993,487.04400626796,833.03597632889,0.5846614313277518,-0.7743266714641196,-345.99197006093,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,1994,486.85592441369,831.6470462278301,0.5854117159700891,-0.7724764758868412,-344.79112181414007,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,1995,486.80940440426,830.5618740765901,0.5861205764416884,-0.7707306091813547,-343.7524696723301,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,1996,487.08362176914005,829.0611451379101,0.5875123018678148,-0.7673090344303574,-341.97752336877005,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,1997,487.82431299995,826.79121089919,0.5900211644357091,-0.7611613890928831,-338.96689789924,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,1998,488.92332042563,824.3931576417099,0.593070570629507,-0.7537243107913224,-335.4698372160799,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,1999,489.91673064007,822.5133517709199,0.5956337724916565,-0.7475025377019124,-332.59662113084994,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2000,490.38306460705,821.79526778251,0.5967216943585893,-0.7448698665539504,-331.41220317546,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2001,490.38245908842,823.16118939383,0.5957307820228188,-0.74726758834186,-332.77873030541,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2002,490.19009920604,826.29159191929,0.593241059209423,-0.7533096422939735,-336.10149271325,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2003,489.8252880601101,830.00380508403,0.5901482439716285,-0.7608506929916761,-340.1785170239199,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2004,489.4107574151601,833.1128388448499,0.5874483438446959,-0.7674660982830174,-343.70208142968977,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2005,489.0233163504301,834.43328538254,0.5860544215062572,-0.7708934541448547,-345.4099690321099,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2006,488.49384918497,833.84585622305,0.5858323160561466,-0.7714403166103044,-345.35200703808,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2007,487.93923598796,832.18497767906,0.5863350686151635,-0.7702027481919195,-344.2457416911,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2008,487.50760259241,829.7230717733501,0.58755459402915,-0.7672051855487895,-342.21546918094003,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2009,487.28863507651,826.7080125380201,0.5894325779914946,-0.7626012943373979,-339.41937746151007,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2010,487.34593237246,823.38901675106,0.5918781067731951,-0.7566280015679772,-336.0430843786,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2011,487.81607971443,816.0874820135401,0.5977497394162166,-0.7423864988806373,-328.27140229911015,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2012,488.63561526224,803.43394594169,0.6081839306522197,-0.7174203966946159,-314.79833067945003,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2013,489.6434261638,789.1716978393399,0.6204523394647661,-0.6886077020316056,-299.52827167553994,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2014,490.64642669759,777.05658453372,0.631416600107709,-0.6633359049075828,-286.41015783612994,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2015,491.47585817915,770.84490839819,0.6375807283989632,-0.6493200719947223,-279.36905021904,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2016,492.03506133902,769.12767319836,0.6397313196298463,-0.6444619791890409,-277.09261185933997,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2017,492.26604013411,767.9323244355801,0.6410278933054666,-0.64154096010585,-275.66628430147006,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2018,492.24889075755,767.14438532538,0.6416639425038161,-0.6401101798142578,-274.89549456783,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2019,492.1219173058,766.65804993828,0.6419053675173938,-0.6395674702445865,-274.53613263247996,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2020,492.06999653345,766.3680854275,0.6420804909418437,-0.6391739305558126,-274.29808889404995,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2021,492.26999548738,766.65860100639,0.6420980536071453,-0.6391344694228657,-274.38860551900996,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2022,492.06875119032,767.31147165241,0.6412894494209072,-0.6409524229266038,-275.24272046209,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,35-39 years,2023,487.93308127256,769.6524431078001,0.6339654809673858,-0.6575238062465691,-281.7193618352401,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,1990,502.67569897904,797.3100555528399,0.6304645168816968,-0.6655129182424022,-294.6343565737999,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,1991,502.34113418529006,796.9356066131601,0.6303409334665744,-0.6657957424967786,-294.59447242787,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,1992,502.03415926004,796.38168988018,0.6303938998592167,-0.6656745205712414,-294.34753062014005,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,1993,501.63454273228,795.73019837932,0.6304078238503068,-0.6656426550169388,-294.09565564703996,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,1994,501.24175855716,795.0539612161399,0.6304499857977496,-0.6655461701761468,-293.8122026589799,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,1995,501.2597562796,794.4307317477201,0.630967227535176,-0.664363021375795,-293.17097546812005,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,1996,501.82565135321,793.2244065170701,0.6326402052562294,-0.6605428506339818,-291.3987551638601,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,1997,502.81747971837,791.1684256598601,0.6355378493511087,-0.6539500476349172,-288.35094594149007,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,1998,503.87240601124,788.9043811987699,0.6386989577185348,-0.6467919986824467,-285.0319751875299,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,1999,504.75522446021,787.07956693299,0.6413013952669204,-0.6409255488648179,-282.32434247278,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2000,505.10504253593,786.3407189818801,0.642348832182973,-0.6385711187443635,-281.23567644595005,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2001,504.89488568503,787.26135984831,0.6413307084985264,-0.6408596062554703,-282.36647416328003,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2002,504.51823945522005,789.43817185979,0.6390851841717455,-0.6459198529304228,-284.91993240457,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2003,504.27859642919,792.03656370977,0.6366860060945057,-0.6513460397278509,-287.75796728058003,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2004,504.1018679274701,794.22139014981,0.634712026368849,-0.6558259161735202,-290.11952222233987,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2005,503.97804685248,795.1565403466899,0.6338098491056171,-0.6578780161936786,-291.1784934942099,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2006,503.9197879611,794.80329953396,0.6340182385460376,-0.6574037525014574,-290.88351157285996,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2007,503.83555624766,793.74739700945,0.6347555382807278,-0.655727017357576,-289.91184076178996,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2008,503.69898611067,792.14115372752,0.6358702407272377,-0.6531957038413813,-288.44216761685,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2009,503.59395165842,790.1278931192701,0.6373575164779081,-0.6498252364388164,-286.5339414608501,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2010,503.55347865168,787.8442195983499,0.6391536120026318,-0.6457653896287797,-284.2907409466699,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2011,503.66598668674,782.3756224614099,0.6437649285418309,-0.6353941120403833,-278.7096357746699,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2012,504.10842930359,772.67339397644,0.6524211047429453,-0.6161246432858871,-268.56496467285,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2013,504.7066889018601,761.64609951746,0.6626524959841801,-0.5936755952172491,-256.9394106155999,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2014,505.27101734142,752.19270134778,0.6717308163667032,-0.5740448792857865,-246.92168400636,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2015,505.60727919955,747.20600824674,0.676663829813036,-0.5634888216701784,-241.59872904718998,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2016,505.62105113122,745.68956666694,0.6780583687005697,-0.560518625935272,-240.06851553572,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2017,505.4071880145,744.61677847945,0.6787480521813789,-0.559051942098978,-239.20959046495,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2018,505.12326447078,743.86130874342,0.6790557037091602,-0.5583981696534062,-238.73804427263997,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2019,504.90744728952,743.30538227399,0.6792732291872547,-0.5579360975829432,-238.39793498446994,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2020,504.96961235088,742.83269131622,0.6797891614814743,-0.5568407350695341,-237.86307896533998,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2021,505.11129091957,741.64681881706,0.6810671577142765,-0.5541310303882182,-236.53552789748994,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2022,505.22090527845,740.86882605624,0.6819303060270729,-0.5523037930088197,-235.64792077778998,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,40-44 years,2023,504.54525458482,745.3561876487701,0.6769183149554451,-0.5629463433895977,-240.81093306395007,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,1990,503.74512705878,747.04284906486,0.67431891984424,-0.5684970179353995,-243.29772200608,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,1991,504.59913694068,747.6667712741199,0.6748984391546229,-0.5672576776896965,-243.0676343334399,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,1992,505.58214038593,747.99573603058,0.6759158054415173,-0.5650845445882923,-242.41359564465,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,1993,506.71793267239,748.08087855617,0.6773571510748658,-0.5620113685912047,-241.36294588377996,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,1994,507.93317444611,747.97956639555,0.6790735967478321,-0.5583601553080105,-240.04639194944002,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,1995,508.55301641109,747.75050095615,0.6801105659719416,-0.5561587896822537,-239.19748454505992,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,1996,509.00589058064,746.85383981809,0.6815334720708107,-0.5531435812101905,-237.84794923745,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,1997,509.41908060264,745.12044032454,0.6836734748287949,-0.5486206421756956,-235.70135972190002,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,1998,509.60249592058,743.13677830871,0.685745223214997,-0.5442554273479512,-233.53428238812995,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,1999,509.59136786954,741.4841692894,0.6872585942838213,-0.541075051893225,-231.89280141986,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,2000,509.72394141698,740.75125517777,0.6881175534351992,-0.5392730484613838,-231.02731376078998,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,2001,509.94496790757,741.21022408607,0.6879896570994342,-0.5395412185697516,-231.26525617849995,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,2002,510.21384853523,742.41016643487,0.6872398461154289,-0.5411144086342328,-232.19631789964,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,2003,510.42742065007,743.86813342023,0.6861799796466299,-0.5433410612183709,-233.44071277016002,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,2004,510.60319808951,745.10377443975,0.6852779647686484,-0.5452387972506173,-234.50057635024007,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,2005,510.62176260926,745.63561400006,0.6848140740890347,-0.5462157430171592,-235.01385139079997,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,2006,510.46960974757,745.44655972844,0.6847836415443783,-0.5462798565605209,-234.97694998086996,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,2007,510.35537516508,744.8677176999599,0.6851624295666632,-0.5454820505347967,-234.51234253487996,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,45-49 years,2008,510.51805404495,743.94465981727,0.6862312233954942,-0.5432333251371824,-233.42660577232,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
