location_name,sex_name,measure_name,weighting,age_name,age_midpoint,age_specific_slope_pct_per_year,formal_inference_performed,inference_note,method_label
United States of America,Female,Prevalence,population,50-54 years,52.0,-0.160980703132374,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Prevalence,population,55-59 years,57.0,-0.13698174331001622,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Prevalence,population,60-64 years,62.0,-0.11687479760534858,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Prevalence,population,65-69 years,67.0,-0.10075401818456786,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,DALYs,population,10-14 years,12.0,0.029351331868854302,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,DALYs,population,15-19 years,17.0,-0.11057816810606802,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,DALYs,population,20-24 years,22.0,-0.2539918307395084,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,DALYs,population,25-29 years,27.0,-0.22822986659418731,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,DALYs,population,30-34 years,32.0,-0.1530537193675352,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,DALYs,population,35-39 years,37.0,-0.10045781880674287,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,DALYs,population,40-44 years,42.0,-0.035861444841989165,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,DALYs,population,45-49 years,47.0,-0.0015041464290876938,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,DALYs,population,50-54 years,52.0,0.019390747371650363,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,DALYs,population,55-59 years,57.0,0.020702481727052913,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,DALYs,population,60-64 years,62.0,0.0012436249194225368,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,DALYs,population,65-69 years,67.0,-0.028677547564448513,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Incidence,population,10-14 years,12.0,0.02881523407147757,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Incidence,population,15-19 years,17.0,-0.23523942378871343,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Incidence,population,20-24 years,22.0,-0.25389731469112053,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Incidence,population,25-29 years,27.0,-0.09818007922904881,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Incidence,population,30-34 years,32.0,0.0708485363720035,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Incidence,population,35-39 years,37.0,0.18035399941784824,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Incidence,population,40-44 years,42.0,0.25301490666487236,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Incidence,population,45-49 years,47.0,0.21496582293498712,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Incidence,population,50-54 years,52.0,0.1618507564462579,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Incidence,population,55-59 years,57.0,0.08853992061312876,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Incidence,population,60-64 years,62.0,0.04617780330826715,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Incidence,population,65-69 years,67.0,0.048003820017195054,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Prevalence,population,10-14 years,12.0,0.02864129717941033,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Prevalence,population,15-19 years,17.0,-0.11158811752650655,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Prevalence,population,20-24 years,22.0,-0.23784016429284627,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Prevalence,population,25-29 years,27.0,-0.21460490101743446,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Prevalence,population,30-34 years,32.0,-0.1590136141167542,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Prevalence,population,35-39 years,37.0,-0.10587052636784611,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Prevalence,population,40-44 years,42.0,-0.05374225085653661,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Prevalence,population,45-49 years,47.0,-0.014066647183241798,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Prevalence,population,50-54 years,52.0,0.013366268373959933,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Prevalence,population,55-59 years,57.0,0.02584044207456504,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Prevalence,population,60-64 years,62.0,0.02595161855412087,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Male,Prevalence,population,65-69 years,67.0,0.025787148291644968,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
